arquivo_completo,negative,positive,artista,musica,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/a_ha-the_blue_sky.mid,0.3571428571428571,0.6428571428571428,a-ha,the-blue-sky,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.4090909090909091,0.09090909090909091,0.045454545454545456
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/a_ha-the_way_we_talk.mid,0.16666666666666666,0.8333333333333333,a-ha,the-way-we-talk,0,0.1,0,0.30000000000000004,0.1,0.1,0.1,0.30000000000000004
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/a_ha-the_weight_of_the_wind.mid,0.5882352941176471,0.4117647058823529,a-ha,the-weight-of-the-wind,0.13043478260869565,0.043478260869565216,0.15217391304347827,0.13043478260869565,0.15217391304347827,0.17391304347826086,0.10869565217391304,0.10869565217391304
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/a_ha-waiting_for_her.mid,0,1,a-ha,waiting-for-her,0,0.3333333333333333,0,0,0.6666666666666666,0,0,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaliyah-back_and_forth.mid,0.125,0.875,aaliyah,back-and-forth,0.09090909090909091,0.18181818181818182,0,0,0.2727272727272727,0.2727272727272727,0,0.18181818181818182
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaliyah-more_than_a_woman.mid,0.15789473684210525,0.8421052631578947,aaliyah,more-than-a-woman,0.016666666666666666,0.36666666666666664,0,0.03333333333333333,0.25,0.016666666666666666,0.03333333333333333,0.2833333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaliyah-try_again.mid,0.625,0.375,aaliyah,try-again,0,0.3818181818181818,0,0.01818181818181818,0.21818181818181817,0,0.18181818181818182,0.19999999999999998
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaliyah-we_need_a_resolution.mid,0.7692307692307693,0.23076923076923078,aaliyah,we-need-a-resolution,0.14634146341463417,0.04878048780487805,0.0975609756097561,0.36585365853658536,0.024390243902439025,0.24390243902439024,0,0.07317073170731708
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Aaliyah_-_Are_You_That_Somebody.mid,0.5434782608695652,0.45652173913043476,aaliyah,are-you-that-somebody,0.04081632653061224,0.16326530612244897,0.18367346938775508,0.18367346938775508,0.14285714285714285,0,0.08163265306122448,0.2040816326530612
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Aaliyah_-_Try_Again.mid,0.625,0.375,aaliyah,try-again,0,0.3818181818181818,0,0.01818181818181818,0.21818181818181817,0,0.18181818181818182,0.19999999999999998
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaron_carter-i_want_candy.mid,0.25,0.75,aaron-carter,i-want-candy,0.02857142857142857,0.2857142857142857,0,0.05714285714285714,0.19999999999999998,0.08571428571428572,0.14285714285714285,0.19999999999999998
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaron_carter-looking_at_life_through_my_own_eyes.mid,0.3142857142857143,0.6857142857142857,aaron-carter,looking-at-life-through-my-own-eyes,0.04938271604938271,0.13580246913580246,0.037037037037037035,0.14814814814814814,0.16049382716049382,0.12345679012345678,0.09876543209876543,0.24691358024691357
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaron_carter-one_better.mid,0.625,0.375,aaron-carter,one-better,0.16666666666666666,0.125,0.125,0.16666666666666666,0,0.20833333333333331,0.041666666666666664,0.16666666666666666
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/aaron_carter-saturday_night.mid,0.7647058823529411,0.23529411764705882,aaron-carter,saturday-night,0.39285714285714285,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.07142857142857142
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-dancing_queen.mid,0.06666666666666667,0.9333333333333333,abba,dancing-queen,0,0.25,0,0.06818181818181818,0.2727272727272727,0.06818181818181818,0.18181818181818182,0.1590909090909091
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-does_your_mother_know.mid,0.3125,0.6875,abba,does-your-mother-know,0.022988505747126436,0.20689655172413793,0,0.011494252873563218,0.3103448275862069,0.12643678160919541,0.09195402298850575,0.22988505747126436
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-fernando.mid,0.45161290322580644,0.5483870967741935,abba,fernando,0.07792207792207792,0.2207792207792208,0.05194805194805195,0.1038961038961039,0.18181818181818182,0.12987012987012989,0.09090909090909091,0.14285714285714288
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-hamlet_iii.mid,0.7000000000000001,0.30000000000000004,abba,hamlet-iii,0,0.125,0,0,0.1875,0.3125,0.1875,0.1875
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-i_am_the_city.mid,0.33333333333333337,0.6666666666666667,abba,i-am-the-city,0.09090909090909091,0.14545454545454545,0.05454545454545454,0.18181818181818182,0.16363636363636364,0.09090909090909091,0.09090909090909091,0.18181818181818182
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-i_have_a_dream.mid,0.3333333333333333,0.6666666666666666,abba,i-have-a-dream,0.10714285714285714,0.21428571428571427,0,0.14285714285714285,0.14285714285714285,0.17857142857142855,0.10714285714285714,0.10714285714285714
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-just_like_that.mid,0.5789473684210527,0.42105263157894735,abba,just-like-that,0.15384615384615385,0.038461538461538464,0,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.23076923076923078,0.23076923076923078
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-knowing_me_knowing_you.mid,0.09523809523809523,0.9047619047619047,abba,knowing-me-knowing-you,0.06060606060606061,0.4545454545454546,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA-Lay_all_your_love_on_me.mid,0.5161290322580645,0.4838709677419355,abba,lay-all-your-love-on-me,0.09090909090909091,0.045454545454545456,0.11363636363636365,0.1590909090909091,0.2727272727272727,0.18181818181818182,0.022727272727272728,0.11363636363636365
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-money_money_money.mid,0.125,0.875,abba,money-money-money,0.16666666666666666,0.21014492753623187,0.021739130434782608,0.014492753623188406,0.2028985507246377,0.021739130434782608,0.18840579710144928,0.17391304347826086
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA-Our_Last_Summer.mid,0.3333333333333333,0.6666666666666666,abba,our-last-summer,0.15517241379310345,0.10344827586206896,0.06896551724137931,0.12068965517241378,0.1724137931034483,0.12068965517241378,0.10344827586206896,0.15517241379310345
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-super_trouper.mid,0.3529411764705882,0.6470588235294118,abba,super-trouper,0.06741573033707865,0.2247191011235955,0.056179775280898875,0.06741573033707865,0.2247191011235955,0.1348314606741573,0.0898876404494382,0.1348314606741573
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-thank_you_for_the_music.mid,0.1111111111111111,0.8888888888888888,abba,thank-you-for-the-music,0,0.14754098360655737,0,0,0.3770491803278689,0.18032786885245902,0.04918032786885246,0.24590163934426232
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-voulez-vous.mid,0.3333333333333333,0.6666666666666666,abba,voulez-vous,0.06896551724137931,0.1724137931034483,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba-waterloo.mid,0.5151515151515151,0.48484848484848486,abba,waterloo,0.05454545454545454,0.19999999999999998,0.10909090909090909,0.16363636363636364,0.14545454545454545,0.09090909090909091,0.12727272727272726,0.10909090909090909
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/abba_-_dancing_queen.mid,0.06666666666666667,0.9333333333333333,abba,dancing-queen,0,0.25,0,0.06818181818181818,0.2727272727272727,0.06818181818181818,0.18181818181818182,0.1590909090909091
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Fernando.mid,0.45161290322580644,0.5483870967741935,abba,fernando,0.07792207792207792,0.2207792207792208,0.05194805194805195,0.1038961038961039,0.18181818181818182,0.12987012987012989,0.09090909090909091,0.14285714285714288
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Gimme_Gimme_Gimme.mid,0.9166666666666666,0.08333333333333333,abba,gimme-gimme-gimme,0.19230769230769232,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.038461538461538464,0.2692307692307693,0.15384615384615385,0.07692307692307693
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Knowing_Me_Knowing_You.mid,0.09523809523809523,0.9047619047619047,abba,knowing-me-knowing-you,0.06060606060606061,0.4545454545454546,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Money_Money_Money.mid,0.125,0.875,abba,money-money-money,0.16666666666666666,0.21014492753623187,0.021739130434782608,0.014492753623188406,0.2028985507246377,0.021739130434782608,0.18840579710144928,0.17391304347826086
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Super_Trouper.mid,0.3529411764705882,0.6470588235294118,abba,super-trouper,0.06741573033707865,0.2247191011235955,0.056179775280898875,0.06741573033707865,0.2247191011235955,0.1348314606741573,0.0898876404494382,0.1348314606741573
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Take_A_Chance_On_Me.mid,0.30303030303030304,0.696969696969697,abba,take-a-chance-on-me,0.06976744186046512,0.12790697674418605,0.06976744186046512,0.10465116279069767,0.16279069767441862,0.10465116279069767,0.29069767441860467,0.06976744186046512
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Thank_You_for_the_Music.mid,0.1111111111111111,0.8888888888888888,abba,thank-you-for-the-music,0,0.14754098360655737,0,0,0.3770491803278689,0.18032786885245902,0.04918032786885246,0.24590163934426232
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_The_Winner_Takes_It_All.mid,0.3529411764705882,0.6470588235294118,abba,the-winner-takes-it-all,0.05660377358490566,0.20754716981132074,0.03773584905660377,0.05660377358490566,0.22641509433962265,0.1320754716981132,0.1509433962264151,0.1320754716981132
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ABBA_-_Waterloo.mid,0.5151515151515151,0.48484848484848486,abba,waterloo,0.05454545454545454,0.19999999999999998,0.10909090909090909,0.16363636363636364,0.14545454545454545,0.09090909090909091,0.12727272727272726,0.10909090909090909
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-anything_goes.mid,0.4,0.6000000000000001,ac-dc,anything-goes,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0.3333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-back_in_black.mid,0.6666666666666666,0.3333333333333333,ac-dc,back-in-black,0.0625,0.1875,0,0.09375,0.125,0.375,0.09375,0.0625
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-big_jack.mid,0.38461538461538464,0.6153846153846154,ac-dc,big-jack,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.2,0,0.25,0.05,0.05
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-decibel.mid,0.4666666666666667,0.5333333333333333,ac-dc,decibel,0.15000000000000002,0.25,0.05,0.05,0.25,0,0.1,0.15000000000000002
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-hells_bells.mid,0.6666666666666666,0.3333333333333333,ac-dc,hells-bells,0.22580645161290322,0.06451612903225806,0.0967741935483871,0.25806451612903225,0.0967741935483871,0.16129032258064516,0.03225806451612903,0.06451612903225806
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-rock_n_roll_train.mid,0.6538461538461539,0.34615384615384615,ac-dc,rock-n-roll-train,0.16923076923076924,0.3076923076923077,0.046153846153846156,0.07692307692307693,0.09230769230769231,0.2153846153846154,0.015384615384615385,0.07692307692307693
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-stormy_may_day.mid,0.41666666666666663,0.5833333333333333,ac-dc,stormy-may-day,0.125,0.125,0.041666666666666664,0.20833333333333331,0.125,0.041666666666666664,0.20833333333333331,0.125
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-thunderstruck.mid,0.5,0.5,ac-dc,thunderstruck,0.05555555555555555,0.2777777777777778,0,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.1111111111111111
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-war_machine.mid,0.875,0.125,ac-dc,war-machine,0.07142857142857142,0.10714285714285714,0,0.39285714285714285,0.07142857142857142,0,0.10714285714285714,0.25
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-wheels.mid,0.8,0.2,ac-dc,wheels,0.20588235294117646,0.08823529411764705,0,0.2647058823529412,0.029411764705882353,0.23529411764705882,0.14705882352941177,0.029411764705882353
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ac_dc-you_shook_me_all_night_long.mid,0.5833333333333333,0.41666666666666663,ac-dc,you-shook-me-all-night-long,0.06666666666666667,0.43333333333333335,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Ace of Base - All For You.mid,0.41379310344827586,0.5862068965517241,ace-of-base,all-for-you,0,0.23529411764705882,0,0.13725490196078433,0.2549019607843137,0.13725490196078433,0.1764705882352941,0.058823529411764705
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Ace of Base - All that she wants.mid,0.5,0.5,ace-of-base,all-that-she-wants,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.23333333333333334,0.13333333333333333,0,0.03333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ace_of_base-all_that_she_wants.mid,0.5,0.5,ace-of-base,all-that-she-wants,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.23333333333333334,0.13333333333333333,0,0.03333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ace_of_base-beautiful_life.mid,0.05555555555555555,0.9444444444444444,ace-of-base,beautiful-life,0,0.17391304347826086,0,0.043478260869565216,0.43478260869565216,0,0.17391304347826086,0.17391304347826086
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/ace_of_base-dont_turn_around.mid,0.5384615384615385,0.46153846153846156,ace-of-base,dont-turn-around,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.13636363636363635,0.2727272727272727,0.09090909090909091,0.09090909090909091
